Round,Route,Cost,Trpf,SelfishAgentCount,TrpfAgentCount
171.0,1.0,58.5,-6.0,1.0,71.0
171.0,2.0,49.8,-4.0,0.0,113.0
172.0,0.0,50.0,-6.0,12.0,2.0
172.0,1.0,58.6,-6.0,1.0,51.0
172.0,2.0,52.0,-5.08502024291498,0.0,134.0
173.0,0.0,50.0,-6.0,12.0,2.0
173.0,1.0,58.6,-5.142857142857143,1.0,38.0
173.0,2.0,53.300000000000004,-6.0,0.0,147.0
174.0,0.0,50.0,-6.0,11.0,1.0
174.0,1.0,58.8,-5.271028037383178,1.0,67.0
174.0,2.0,50.8,-5.101123595505618,1.0,119.0
175.0,0.0,50.0,-6.0,9.0,1.0
175.0,1.0,59.0,-6.0,2.0,51.0
175.0,2.0,52.7,-5.066147859922179,2.0,135.0
176.0,0.0,50.0,-6.0,9.0,1.0
176.0,1.0,59.0,-5.11578947368421,2.0,40.0
176.0,2.0,53.8,-6.0,2.0,146.0
177.0,0.0,50.0,-6.0,10.0,0.0
177.0,1.0,59.0,-5.236363636363636,2.0,66.0
177.0,2.0,51.2,-5.0962962962962965,1.0,121.0
178.0,0.0,50.0,-6.0,10.0,0.0
178.0,1.0,59.0,-6.0,2.0,49.0
178.0,2.0,52.9,-5.065134099616858,1.0,138.0
179.0,0.0,50.0,-6.0,9.0,0.0
179.0,1.0,59.1,-5.1208791208791204,3.0,37.0
179.0,2.0,54.2,-6.0,1.0,150.0
180.0,0.0,50.0,-6.0,9.0,0.0
180.0,1.0,59.1,-5.292035398230088,2.0,71.0
180.0,2.0,50.900000000000006,-5.122676579925651,2.0,116.0
181.0,0.0,50.0,-6.0,8.0,0.0
181.0,1.0,59.2,-6.0,2.0,60.0
181.0,2.0,52.2,-5.048387096774194,3.0,127.0
182.0,0.0,50.0,-6.0,9.0,0.0
182.0,1.0,59.1,-5.127272727272727,1.0,47.0
182.0,2.0,53.4,-6.0,3.0,140.0
183.0,0.0,50.0,-6.0,9.0,0.0
183.0,1.0,59.1,-5.219512195121951,1.0,74.0
183.0,2.0,50.7,-5.104247104247104,3.0,113.0
184.0,0.0,50.0,-6.0,11.0,0.0
184.0,1.0,58.900000000000006,-6.0,1.0,56.0
184.0,2.0,52.10000000000001,-5.064516129032258,1.0,131.0
185.0,0.0,50.0,-6.0,12.0,0.0
185.0,1.0,58.8,-5.151515151515151,0.0,42.0
185.0,2.0,53.400000000000006,-6.0,1.0,145.0
186.0,0.0,50.0,-6.0,10.0,0.0
186.0,1.0,59.0,-5.256637168141593,1.0,70.0
186.0,2.0,50.9,-5.10188679245283,2.0,117.0
187.0,0.0,50.0,-6.0,10.0,0.0
187.0,1.0,59.0,-6.0,1.0,53.0
187.0,2.0,52.6,-5.066666666666666,2.0,134.0
188.0,0.0,50.0,-6.0,11.0,0.0
188.0,1.0,58.900000000000006,-5.148936170212766,1.0,39.0
188.0,2.0,53.8,-6.0,1.0,148.0
189.0,0.0,50.0,-6.0,11.0,0.0
189.0,1.0,58.900000000000006,-5.304347826086956,1.0,74.0
189.0,2.0,50.3,-5.133079847908745,1.0,113.0
190.0,0.0,50.0,-6.0,10.0,0.0
190.0,1.0,59.0,-6.0,1.0,69.0
190.0,2.0,51.0,-4.0,2.0,118.0
191.0,0.0,50.0,-6.0,10.0,0.0
191.0,1.0,59.0,-6.0,1.0,57.0
191.0,2.0,52.2,-5.0476190476190474,2.0,130.0
192.0,0.0,50.0,-6.0,11.0,0.0
192.0,1.0,58.900000000000006,-5.104761904761904,1.0,46.0
192.0,2.0,53.10000000000001,-6.0,1.0,141.0
193.0,0.0,50.0,-6.0,10.0,0.0
193.0,1.0,59.0,-5.196581196581197,2.0,68.0
193.0,2.0,51.0,-5.083969465648855,1.0,119.0
194.0,0.0,50.0,-6.0,10.0,0.0
194.0,1.0,59.0,-6.0,2.0,54.0
194.0,2.0,52.4,-5.05511811023622,1.0,133.0
195.0,0.0,50.0,-6.0,10.0,0.0
195.0,1.0,59.0,-5.142857142857143,2.0,40.0
195.0,2.0,53.8,-6.0,1.0,147.0
196.0,0.0,50.0,-6.0,9.0,0.0
196.0,1.0,59.1,-5.282051282051282,3.0,72.0
196.0,2.0,50.7,-5.121212121212121,1.0,115.0
197.0,0.0,50.0,-6.0,8.0,0.0
197.0,1.0,59.2,-6.0,3.0,54.0
197.0,2.0,52.7,-5.075697211155378,2.0,133.0
198.0,0.0,50.0,-6.0,8.0,0.0
198.0,1.0,59.2,-5.0754716981132075,3.0,46.0
198.0,2.0,53.5,-6.0,2.0,141.0
199.0,0.0,50.0,-6.0,8.0,0.0
199.0,1.0,59.2,-5.234375,3.0,76.0
199.0,2.0,50.5,-5.1171875,2.0,111.0
200.0,0.0,50.0,-6.0,10.0,0.0
200.0,1.0,59.0,-6.0,3.0,59.0
200.0,2.0,51.8,-5.062240663900415,0.0,128.0
201.0,0.0,50.0,-6.0,9.0,0.0
201.0,1.0,59.1,-5.661969339622642,2.0,48.0
201.0,2.0,53.2,-5.451025075011159,2.0,139.0
202.0,0.0,50.0,-6.0,9.0,0.0
202.0,1.0,59.1,-5.470302672955976,2.0,44.0
202.0,2.0,53.6,-5.635885632780083,2.0,143.0
203.0,0.0,50.0,-6.0,8.0,0.0
203.0,1.0,59.2,-5.50682123655914,3.0,75.0
203.0,2.0,50.6,-5.459823856718307,2.0,112.0
204.0,0.0,50.0,-6.0,8.0,0.0
204.0,1.0,59.2,-5.65994623655914,3.0,57.0
204.0,2.0,52.400000000000006,-5.4510205030597705,2.0,130.0
205.0,0.0,50.0,-6.0,10.0,0.0
205.0,1.0,59.0,-5.492955945297004,1.0,42.0
205.0,2.0,53.7,-5.638572370279688,2.0,145.0
206.0,0.0,50.0,-6.0,10.0,0.0
206.0,1.0,59.0,-5.342078752314547,1.0,70.0
206.0,2.0,50.9,-5.459625001858635,2.0,117.0
207.0,0.0,50.0,-6.0,9.0,0.0
207.0,1.0,59.1,-5.533745418981214,2.0,106.0
207.0,2.0,47.400000000000006,-4.648733912749724,2.0,81.0
208.0,0.0,50.0,-6.0,11.0,0.0
208.0,1.0,58.900000000000006,-5.6821325157554075,1.0,87.0
208.0,2.0,49.0,-3.9737087322897606,1.0,100.0
209.0,0.0,50.0,-6.0,10.0,0.0
209.0,1.0,59.0,-5.6821325157554075,2.0,73.0
209.0,2.0,50.5,-3.759074585948297,1.0,114.0
210.0,0.0,50.0,-6.0,9.0,0.0
210.0,1.0,59.1,-5.849122807017544,3.0,57.0
210.0,2.0,52.2,-3.5720827160295983,1.0,130.0
211.0,0.0,50.0,-6.0,9.0,0.0
211.0,1.0,59.1,-5.8376237623762375,3.0,38.0
211.0,2.0,54.1,-3.751030084450651,1.0,149.0
212.0,0.0,50.0,-6.0,10.0,0.0
212.0,1.0,59.0,-5.437623762376238,3.0,31.0
212.0,2.0,54.6,-4.561921173559562,0.0,156.0
213.0,0.0,50.0,-6.0,10.0,0.0
213.0,1.0,59.0,-5.037623762376238,3.0,25.0
213.0,2.0,55.2,-5.413008130081301,0.0,162.0
214.0,0.0,50.0,-6.0,10.0,0.0
214.0,1.0,59.0,-4.913179317931794,3.0,59.0
214.0,2.0,51.8,-5.813008130081301,0.0,128.0
215.0,0.0,50.0,-6.0,7.0,0.0
215.0,1.0,59.3,-4.913179317931794,4.0,84.0
215.0,2.0,49.8,-5.819742489270387,2.0,103.0
216.0,0.0,50.0,-6.0,9.0,0.0
216.0,1.0,59.1,-5.075555555555556,2.0,110.0
216.0,2.0,47.0,-4.99039466318343,2.0,77.0
217.0,0.0,50.0,-6.0,9.0,0.0
217.0,1.0,59.1,-5.475555555555556,3.0,92.0
217.0,2.0,48.7,-4.138966091754859,1.0,95.0
218.0,0.0,50.0,-6.0,9.0,0.0
218.0,1.0,59.1,-5.875555555555556,2.0,75.0
218.0,2.0,50.5,-3.7389660917548584,2.0,112.0
219.0,0.0,50.0,-6.0,9.0,0.0
219.0,1.0,59.1,-6.0,2.0,64.0
219.0,2.0,51.6,-3.54817111267536,2.0,123.0
220.0,0.0,50.0,-6.0,9.0,0.0
220.0,1.0,59.1,-6.0,3.0,54.0
220.0,2.0,52.5,-3.7284286234049744,1.0,133.0
221.0,0.0,50.0,-6.0,9.0,0.0
221.0,1.0,59.1,-6.0,3.0,48.0
221.0,2.0,53.1,-4.55777644949193,1.0,139.0
222.0,0.0,50.0,-6.0,10.0,0.0
222.0,1.0,59.0,-5.824175824175824,2.0,38.0
222.0,2.0,54.0,-5.409205020920502,1.0,149.0
223.0,0.0,50.0,-6.0,12.0,0.0
223.0,1.0,58.8,-5.4241758241758244,0.0,31.0
223.0,2.0,54.5,-5.809205020920502,1.0,156.0
224.0,0.0,50.0,-6.0,12.0,0.0
224.0,1.0,58.8,-5.290842490842491,1.0,61.0
224.0,2.0,51.400000000000006,-6.0,0.0,126.0
225.0,0.0,50.0,-6.0,12.0,0.0
225.0,1.0,58.8,-5.290842490842491,1.0,81.0
225.0,2.0,49.400000000000006,-5.817241379310344,0.0,106.0
226.0,0.0,50.0,-6.0,12.0,0.0
226.0,1.0,58.8,-5.290842490842491,1.0,100.0
226.0,2.0,47.5,-5.236930498481329,0.0,87.0
227.0,0.0,50.0,-6.0,12.0,0.0
227.0,1.0,58.8,-5.466666666666667,1.0,84.0
227.0,2.0,49.1,-4.653772603744487,0.0,103.0
228.0,0.0,50.0,-6.0,12.0,0.0
228.0,1.0,58.8,-5.866666666666666,1.0,63.0
228.0,2.0,51.2,-4.253772603744487,0.0,124.0
229.0,0.0,50.0,-6.0,12.0,0.0
229.0,1.0,58.8,-6.0,0.0,53.0
229.0,2.0,52.3,-4.062266812238695,1.0,134.0
230.0,0.0,50.0,-6.0,12.0,0.0
230.0,1.0,58.8,-5.818556701030928,0.0,44.0
230.0,2.0,53.2,-4.245025432928351,1.0,143.0
231.0,0.0,50.0,-6.0,12.0,0.0
231.0,1.0,58.8,-5.418556701030928,0.0,33.0
231.0,2.0,54.3,-4.825336313757367,1.0,154.0
232.0,0.0,50.0,-6.0,12.0,0.0
232.0,1.0,58.8,-5.018556701030928,0.0,26.0
232.0,2.0,55.0,-5.408494208494209,1.0,161.0
233.0,0.0,50.0,-6.0,12.0,0.0
233.0,1.0,58.8,-4.891727432738245,0.0,56.0
233.0,2.0,52.0,-5.808494208494208,1.0,131.0
234.0,0.0,50.0,-6.0,12.0,0.0
234.0,1.0,58.8,-4.891727432738245,0.0,85.0
234.0,2.0,49.1,-5.82468085106383,1.0,102.0
235.0,0.0,50.0,-6.0,12.0,0.0
235.0,1.0,58.8,-5.073170731707317,0.0,105.0
235.0,2.0,47.1,-4.978444291924045,1.0,82.0
236.0,0.0,50.0,-6.0,12.0,0.0
236.0,1.0,58.8,-5.4731707317073175,0.0,86.0
236.0,2.0,49.0,-4.129795643275396,1.0,101.0
237.0,0.0,50.0,-6.0,12.0,0.0
237.0,1.0,58.8,-5.873170731707317,0.0,73.0
237.0,2.0,50.3,-3.7297956432753963,1.0,114.0
238.0,0.0,50.0,-6.0,12.0,0.0
238.0,1.0,58.8,-6.0,0.0,61.0
238.0,2.0,51.5,-3.539712998647297,1.0,126.0
239.0,0.0,50.0,-6.0,12.0,0.0
239.0,1.0,58.8,-5.828037383177571,0.0,46.0
239.0,2.0,53.0,-3.715032147583467,1.0,141.0
240.0,0.0,50.0,-6.0,12.0,0.0
240.0,1.0,58.8,-5.42803738317757,0.0,40.0
240.0,2.0,53.599999999999994,-4.5612687067232525,1.0,147.0
241.0,0.0,50.0,-6.0,11.0,0.0
241.0,1.0,58.900000000000006,-5.028037383177571,0.0,31.0
241.0,2.0,54.7,-5.409917355371901,2.0,156.0
242.0,0.0,50.0,-6.0,11.0,0.0
242.0,1.0,58.900000000000006,-4.891773646913834,0.0,60.0
242.0,2.0,51.8,-5.809917355371901,2.0,127.0
243.0,0.0,50.0,-6.0,12.0,0.0
243.0,1.0,58.8,-4.891773646913834,0.0,83.0
243.0,2.0,49.3,-5.82051282051282,1.0,104.0
244.0,0.0,50.0,-6.0,12.0,0.0
244.0,1.0,58.8,-5.0637362637362635,0.0,107.0
244.0,2.0,46.900000000000006,-4.985028949545079,1.0,80.0
245.0,0.0,50.0,-6.0,12.0,0.0
245.0,1.0,58.8,-5.463736263736264,0.0,85.0
245.0,2.0,49.1,-4.144811558240731,1.0,102.0
246.0,0.0,50.0,-6.0,13.0,0.0
246.0,1.0,58.7,-5.863736263736263,0.0,69.0
246.0,2.0,50.5,-3.7448115582407304,0.0,118.0
247.0,0.0,50.0,-6.0,13.0,0.0
247.0,1.0,58.7,-6.0,0.0,54.0
247.0,2.0,52.0,-3.5567637494757904,0.0,133.0
248.0,0.0,50.0,-6.0,12.0,0.0
248.0,1.0,58.8,-5.818181818181818,0.0,45.0
248.0,2.0,53.099999999999994,-3.7362509289629697,1.0,142.0
249.0,0.0,50.0,-6.0,11.0,0.0
249.0,1.0,58.900000000000006,-5.418181818181818,1.0,33.0
249.0,2.0,54.400000000000006,-4.571734799930712,1.0,154.0
250.0,0.0,50.0,-6.0,11.0,0.0
250.0,1.0,58.900000000000006,-5.018181818181818,1.0,27.0
250.0,2.0,55.0,-5.41195219123506,1.0,160.0
251.0,0.0,50.0,-6.0,11.0,0.0
251.0,1.0,58.900000000000006,-4.901515151515151,1.0,67.0
251.0,2.0,51.0,-5.640320985561301,1.0,120.0
252.0,0.0,50.0,-6.0,13.0,0.0
252.0,1.0,58.7,-4.901515151515151,0.0,93.0
252.0,2.0,48.099999999999994,-5.253485073396009,0.0,94.0
253.0,0.0,50.0,-6.0,13.0,0.0
253.0,1.0,58.7,-5.083333333333334,0.0,107.0
253.0,2.0,46.7,-4.177623004430491,0.0,80.0
254.0,0.0,50.0,-6.0,13.0,0.0
254.0,1.0,58.7,-5.483333333333333,0.0,85.0
254.0,2.0,48.900000000000006,-3.3380625648700515,0.0,102.0
255.0,0.0,50.0,-6.0,13.0,0.0
255.0,1.0,58.7,-5.883333333333334,0.0,69.0
255.0,2.0,50.5,-2.9380625648700516,0.0,118.0
256.0,0.0,50.0,-6.0,13.0,0.0
256.0,1.0,58.7,-5.837931034482759,0.0,47.0
256.0,2.0,52.7,-2.9267480341097025,0.0,140.0
257.0,0.0,50.0,-6.0,13.0,0.0
257.0,1.0,58.7,-5.437931034482759,0.0,38.0
257.0,2.0,53.599999999999994,-3.501631755039935,0.0,149.0
258.0,0.0,50.0,-6.0,12.0,0.0
258.0,1.0,58.8,-5.037931034482758,1.0,28.0
258.0,2.0,54.7,-4.577493824005452,0.0,159.0
259.0,0.0,50.0,-6.0,13.0,0.0
259.0,1.0,58.7,-4.637931034482759,0.0,24.0
259.0,2.0,55.0,-5.417054263565892,0.0,163.0
260.0,0.0,50.0,-6.0,12.0,0.0
260.0,1.0,58.8,-4.534705228031146,1.0,68.0
260.0,2.0,50.7,-5.648259937324757,0.0,119.0
261.0,0.0,50.0,-6.0,10.0,0.0
261.0,1.0,59.0,-4.6967741935483875,2.0,89.0
261.0,2.0,48.9,-5.431205673758865,1.0,98.0
262.0,0.0,50.0,-6.0,8.0,0.0
262.0,1.0,59.2,-5.096774193548387,4.0,113.0
262.0,2.0,46.7,-4.6001711910002445,1.0,74.0
263.0,0.0,50.0,-6.0,8.0,0.0
263.0,1.0,59.2,-5.496774193548387,4.0,88.0
263.0,2.0,49.2,-3.771599762428816,1.0,99.0
264.0,0.0,50.0,-6.0,7.0,0.0
264.0,1.0,59.3,-5.896774193548387,4.0,69.0
264.0,2.0,51.3,-3.3715997624288163,2.0,118.0
265.0,0.0,50.0,-6.0,9.0,0.0
265.0,1.0,59.1,-6.0,3.0,52.0
265.0,2.0,52.7,-3.352894088669951,1.0,135.0
266.0,0.0,50.0,-6.0,10.0,0.0
266.0,1.0,59.0,-5.811538461538461,3.0,46.0
266.0,2.0,53.1,-3.752894088669951,0.0,141.0
267.0,0.0,50.0,-6.0,9.0,0.0
267.0,1.0,59.1,-5.411538461538461,4.0,31.0
267.0,2.0,54.7,-4.583928571428571,0.0,156.0
268.0,0.0,50.0,-6.0,10.0,0.0
268.0,1.0,59.0,-5.0115384615384615,3.0,28.0
268.0,2.0,54.9,-5.4125,0.0,159.0
269.0,0.0,50.0,-6.0,10.0,0.0
269.0,1.0,59.0,-4.878205128205128,3.0,59.0
269.0,2.0,51.8,-5.8125,0.0,128.0
270.0,0.0,50.0,-6.0,11.0,0.0
270.0,1.0,58.900000000000006,-4.878205128205128,2.0,85.0
270.0,2.0,49.10000000000001,-5.822608695652174,0.0,102.0
271.0,0.0,50.0,-6.0,10.0,0.0
271.0,1.0,59.0,-5.066666666666666,2.0,108.0
271.0,2.0,47.0,-4.983048256091735,1.0,79.0
272.0,0.0,50.0,-6.0,11.0,0.0
272.0,1.0,58.900000000000006,-5.466666666666667,1.0,87.0
272.0,2.0,49.0,-4.141059305815491,1.0,100.0
273.0,0.0,50.0,-6.0,10.0,0.0
273.0,1.0,59.0,-5.866666666666666,1.0,68.0
273.0,2.0,51.1,-3.7410593058154915,2.0,119.0
274.0,0.0,50.0,-6.0,11.0,0.0
274.0,1.0,58.900000000000006,-6.0,1.0,57.0
274.0,2.0,52.0,-3.5489958137519992,1.0,130.0
275.0,0.0,50.0,-6.0,11.0,0.0
275.0,1.0,58.900000000000006,-5.834343434343435,1.0,40.0
275.0,2.0,53.7,-3.726387118099825,1.0,147.0
276.0,0.0,50.0,-6.0,11.0,0.0
276.0,1.0,58.900000000000006,-5.434343434343434,1.0,31.0
276.0,2.0,54.60000000000001,-4.565947557660264,1.0,156.0
277.0,0.0,50.0,-6.0,11.0,0.0
277.0,1.0,58.900000000000006,-5.034343434343435,2.0,23.0
277.0,2.0,55.30000000000001,-5.407936507936507,0.0,164.0
278.0,0.0,50.0,-6.0,11.0,0.0
278.0,1.0,58.900000000000006,-4.91239221483124,2.0,55.0
278.0,2.0,52.10000000000001,-5.807936507936508,0.0,132.0
279.0,0.0,50.0,-6.0,12.0,0.0
279.0,1.0,58.8,-4.91239221483124,1.0,74.0
279.0,2.0,50.1,-5.815510204081632,0.0,113.0
280.0,0.0,50.0,-6.0,11.0,0.0
280.0,1.0,58.900000000000006,-5.078048780487805,1.0,101.0
280.0,2.0,47.60000000000001,-5.241510204081632,1.0,86.0
281.0,0.0,50.0,-6.0,11.0,0.0
281.0,1.0,58.900000000000006,-5.478048780487805,1.0,113.0
281.0,2.0,46.400000000000006,-4.163732426303854,1.0,74.0
282.0,0.0,50.0,-6.0,11.0,0.0
282.0,1.0,58.900000000000006,-5.878048780487805,1.0,89.0
282.0,2.0,48.8,-3.3326979435452335,1.0,98.0
283.0,0.0,50.0,-6.0,10.0,0.0
283.0,1.0,59.0,-6.0,2.0,71.0
283.0,2.0,50.7,-2.932697943545234,1.0,116.0
284.0,0.0,50.0,-6.0,10.0,0.0
284.0,1.0,59.0,-6.0,1.0,57.0
284.0,2.0,52.2,-2.9292359322346853,2.0,130.0
285.0,0.0,50.0,-6.0,11.0,0.0
285.0,1.0,58.900000000000006,-5.8297029702970296,1.0,42.0
285.0,2.0,53.5,-3.5032359322346855,1.0,145.0
286.0,0.0,50.0,-6.0,11.0,0.0
286.0,1.0,58.900000000000006,-5.42970297029703,1.0,31.0
286.0,2.0,54.60000000000001,-4.5810137100124635,1.0,156.0
287.0,0.0,50.0,-6.0,11.0,0.0
287.0,1.0,58.900000000000006,-5.02970297029703,1.0,20.0
287.0,2.0,55.7,-5.412048192771084,1.0,167.0
288.0,0.0,50.0,-6.0,11.0,0.0
288.0,1.0,58.900000000000006,-4.92970297029703,1.0,62.0
288.0,2.0,51.5,-5.812048192771084,1.0,125.0
289.0,0.0,50.0,-6.0,12.0,0.0
289.0,1.0,58.8,-4.92970297029703,0.0,83.0
289.0,2.0,49.3,-5.818181818181818,1.0,104.0
290.0,0.0,50.0,-6.0,12.0,0.0
290.0,1.0,58.8,-5.1,0.0,112.0
290.0,2.0,46.400000000000006,-4.998292315419387,1.0,75.0
291.0,0.0,50.0,-6.0,12.0,0.0
291.0,1.0,58.8,-5.5,0.0,91.0
291.0,2.0,48.5,-4.158985957037884,1.0,96.0
292.0,0.0,50.0,-6.0,12.0,0.0
292.0,1.0,58.8,-5.9,0.0,76.0
292.0,2.0,50.0,-3.758985957037884,1.0,111.0
293.0,0.0,50.0,-6.0,12.0,0.0
293.0,1.0,58.8,-6.0,0.0,61.0
293.0,2.0,51.5,-3.5715382582931148,1.0,126.0
294.0,0.0,50.0,-6.0,13.0,0.0
294.0,1.0,58.7,-5.830188679245284,0.0,45.0
294.0,2.0,52.900000000000006,-3.753356440111296,0.0,142.0
295.0,0.0,50.0,-6.0,13.0,0.0
295.0,1.0,58.7,-5.430188679245283,0.0,37.0
295.0,2.0,53.7,-4.5732459428737275,0.0,150.0
296.0,0.0,50.0,-6.0,13.0,0.0
296.0,1.0,58.7,-5.030188679245283,0.0,28.0
296.0,2.0,54.599999999999994,-5.41255230125523,0.0,159.0
297.0,0.0,50.0,-6.0,12.0,0.0
297.0,1.0,58.8,-4.9084495488105,0.0,64.0
297.0,2.0,51.2,-5.637287283587385,1.0,123.0
298.0,0.0,50.0,-6.0,12.0,0.0
298.0,1.0,58.8,-4.9084495488105,0.0,85.0
298.0,2.0,49.1,-5.424734982332156,1.0,102.0
299.0,0.0,50.0,-6.0,11.0,0.0
299.0,1.0,58.900000000000006,-5.078260869565217,1.0,105.0
299.0,2.0,47.2,-4.578498423192371,1.0,82.0
300.0,0.0,50.0,-6.0,12.0,0.0
300.0,1.0,58.8,-5.478260869565217,0.0,84.0
300.0,2.0,49.2,-3.7346481558126916,1.0,103.0
301.0,0.0,50.0,-6.0,10.0,0.0
301.0,1.0,59.0,-5.878260869565217,0.0,65.0
301.0,2.0,51.5,-3.5529887671664033,3.0,122.0
302.0,0.0,50.0,-6.0,10.0,0.0
302.0,1.0,59.0,-6.0,0.0,54.0
302.0,2.0,52.6,-3.728253784834248,3.0,133.0
303.0,0.0,50.0,-6.0,10.0,0.0
303.0,1.0,59.0,-5.816,0.0,46.0
303.0,2.0,53.4,-4.128253784834248,3.0,141.0
304.0,0.0,50.0,-6.0,10.0,0.0
304.0,1.0,59.0,-5.4159999999999995,0.0,37.0
304.0,2.0,54.3,-4.974490343974033,3.0,150.0
305.0,0.0,50.0,-6.0,10.0,0.0
305.0,1.0,59.0,-5.016,0.0,32.0
305.0,2.0,54.8,-5.818340611353712,3.0,155.0
306.0,0.0,50.0,-6.0,9.0,0.0
306.0,1.0,59.1,-4.881263157894736,0.0,63.0
306.0,2.0,51.9,-6.0,4.0,124.0
307.0,0.0,50.0,-6.0,10.0,0.0
307.0,1.0,59.0,-4.881263157894737,0.0,91.0
307.0,2.0,48.9,-5.825550660792952,3.0,96.0
308.0,0.0,50.0,-6.0,8.0,0.0
308.0,1.0,59.2,-5.065263157894736,0.0,113.0
308.0,2.0,47.1,-4.981730436073851,5.0,74.0
309.0,0.0,50.0,-6.0,9.0,0.0
309.0,1.0,59.1,-5.465263157894737,0.0,95.0
309.0,2.0,48.7,-4.130301864645279,4.0,92.0
310.0,0.0,50.0,-6.0,8.0,0.0
310.0,1.0,59.2,-5.865263157894736,2.0,75.0
310.0,2.0,50.7,-3.7303018646452792,3.0,112.0
311.0,0.0,50.0,-6.0,8.0,0.0
311.0,1.0,59.2,-6.0,2.0,61.0
311.0,2.0,52.1,-3.541777274481345,3.0,126.0
312.0,0.0,50.0,-6.0,9.0,0.0
312.0,1.0,59.1,-6.0,2.0,49.0
312.0,2.0,53.1,-3.716226613688393,2.0,138.0
313.0,0.0,50.0,-6.0,10.0,0.0
313.0,1.0,59.0,-5.824175824175824,1.0,39.0
313.0,2.0,54.0,-4.560046838407494,2.0,148.0
314.0,0.0,50.0,-6.0,11.0,0.0
314.0,1.0,58.900000000000006,-5.4241758241758244,1.0,32.0
314.0,2.0,54.5,-5.411475409836066,1.0,155.0
315.0,0.0,50.0,-6.0,9.0,0.0
315.0,1.0,59.1,-5.024175824175824,3.0,27.0
315.0,2.0,55.2,-5.811475409836065,1.0,160.0
316.0,0.0,50.0,-6.0,9.0,0.0
316.0,1.0,59.1,-4.893741041567128,3.0,59.0
316.0,2.0,52.0,-6.0,1.0,128.0
317.0,0.0,50.0,-6.0,8.0,0.0
317.0,1.0,59.2,-4.893741041567128,4.0,86.0
317.0,2.0,49.400000000000006,-5.823376623376623,1.0,101.0
318.0,0.0,50.0,-6.0,8.0,0.0
318.0,1.0,59.2,-5.069565217391305,4.0,101.0
318.0,2.0,47.900000000000006,-5.239249639249639,1.0,86.0
319.0,0.0,50.0,-6.0,8.0,0.0
319.0,1.0,59.2,-5.469565217391304,4.0,113.0
319.0,2.0,46.7,-4.1614718614718615,1.0,74.0
320.0,0.0,50.0,-6.0,9.0,0.0
320.0,1.0,59.1,-5.869565217391305,2.0,95.0
320.0,2.0,48.5,-3.0951996721227486,2.0,92.0
321.0,0.0,50.0,-6.0,10.0,0.0
321.0,1.0,59.0,-6.0,1.0,73.0
321.0,2.0,50.6,-2.5161520530751296,2.0,114.0
322.0,0.0,50.0,-6.0,10.0,0.0
322.0,1.0,59.0,-6.0,1.0,53.0
322.0,2.0,52.6,-2.5086484455715223,2.0,134.0
323.0,0.0,50.0,-6.0,11.0,0.0
323.0,1.0,58.900000000000006,-5.822680412371134,1.0,42.0
323.0,2.0,53.5,-3.0927754296985066,1.0,145.0
324.0,0.0,50.0,-6.0,10.0,0.0
324.0,1.0,59.0,-5.422680412371134,2.0,34.0
324.0,2.0,54.4,-4.170553207476284,1.0,153.0
325.0,0.0,50.0,-6.0,10.0,0.0
325.0,1.0,59.0,-5.022680412371134,2.0,28.0
325.0,2.0,55.0,-5.236825396825397,1.0,159.0
326.0,0.0,50.0,-6.0,9.0,0.0
326.0,1.0,59.1,-4.893648154306618,2.0,61.0
326.0,2.0,51.9,-5.815873015873016,2.0,126.0
327.0,0.0,50.0,-6.0,10.0,0.0
327.0,1.0,59.0,-4.893648154306618,2.0,77.0
327.0,2.0,50.1,-5.814225941422594,1.0,110.0
328.0,0.0,50.0,-6.0,10.0,0.0
328.0,1.0,59.0,-5.070967741935484,2.0,104.0
328.0,2.0,47.4,-4.983456710653363,1.0,83.0
329.0,0.0,50.0,-6.0,9.0,0.0
329.0,1.0,59.1,-5.470967741935484,3.0,86.0
329.0,2.0,49.300000000000004,-4.131843807427557,1.0,101.0
330.0,0.0,50.0,-6.0,9.0,0.0
330.0,1.0,59.1,-5.870967741935484,3.0,69.0
330.0,2.0,51.0,-3.731843807427557,1.0,118.0
331.0,0.0,50.0,-6.0,9.0,0.0
331.0,1.0,59.1,-6.0,3.0,53.0
331.0,2.0,52.6,-3.5444422326244074,1.0,134.0
332.0,0.0,50.0,-6.0,9.0,0.0
332.0,1.0,59.1,-5.8174757281553395,3.0,44.0
332.0,2.0,53.5,-3.7302162912018133,1.0,143.0
333.0,0.0,50.0,-6.0,9.0,0.0
333.0,1.0,59.1,-5.41747572815534,3.0,34.0
333.0,2.0,54.5,-4.560985521971044,1.0,153.0
334.0,0.0,50.0,-6.0,9.0,0.0
334.0,1.0,59.1,-5.01747572815534,3.0,26.0
334.0,2.0,55.300000000000004,-5.41259842519685,1.0,161.0
335.0,0.0,50.0,-6.0,7.0,0.0
335.0,1.0,59.3,-4.88858683926645,3.0,58.0
335.0,2.0,52.5,-5.8125984251968505,3.0,129.0
336.0,0.0,50.0,-6.0,8.0,0.0
336.0,1.0,59.2,-4.88858683926645,4.0,86.0
336.0,2.0,49.400000000000006,-5.825641025641025,1.0,101.0
337.0,0.0,50.0,-6.0,8.0,0.0
337.0,1.0,59.2,-5.071111111111111,5.0,107.0
337.0,2.0,47.2,-4.986080586080586,0.0,80.0
338.0,0.0,50.0,-6.0,8.0,0.0
